time,open,high,low,close,volume
2025-09-03 10:52:00,1847.20,1848.70,1847.10,1848.10,174
2025-09-03 10:53:00,1848.40,1849.80,1848.00,1849.60,161
2025-09-03 10:54:00,1849.60,1851.30,1849.50,1850.90,267
2025-09-03 10:55:00,1851.00,1851.20,1850.00,1850.00,158
2025-09-03 10:56:00,1850.80,1850.80,1848.50,1848.50,152
2025-09-03 10:57:00,1848.30,1849.00,1847.80,1848.60,98
2025-09-03 10:58:00,1848.90,1848.90,1848.00,1848.30,93
2025-09-03 10:59:00,1848.00,1848.80,1847.10,1848.50,257
2025-09-03 11:00:00,1848.20,1849.70,1847.50,1848.60,156
2025-09-03 11:01:00,1848.60,1849.00,1846.50,1847.00,127
2025-09-03 11:02:00,1847.10,1848.00,1847.10,1847.60,287
2025-09-03 11:03:00,1847.70,1848.00,1846.60,1847.00,187
2025-09-03 11:04:00,1846.90,1847.00,1842.00,1843.60,428
2025-09-03 11:05:00,1843.60,1844.30,1842.60,1843.50,403
2025-09-03 11:06:00,1843.20,1844.50,1843.00,1843.00,249
2025-09-03 11:07:00,1843.30,1843.30,1840.50,1841.00,384
2025-09-03 11:08:00,1841.30,1843.30,1841.10,1843.30,228
2025-09-03 11:09:00,1843.50,1845.30,1843.40,1844.70,394
2025-09-03 11:10:00,1844.70,1845.00,1844.00,1844.90,213
2025-09-03 11:11:00,1844.90,1846.00,1844.50,1845.90,220
2025-09-03 11:12:00,1845.60,1846.30,1845.00,1846.00,222
2025-09-03 11:13:00,1846.00,1847.30,1846.00,1846.50,249
2025-09-03 11:14:00,1846.70,1846.90,1846.20,1846.20,80
2025-09-03 11:15:00,1846.00,1846.50,1845.70,1846.10,112
2025-09-03 11:16:00,1846.50,1847.30,1845.50,1845.80,156
2025-09-03 11:17:00,1845.90,1847.90,1845.90,1847.50,78
2025-09-03 11:18:00,1847.50,1847.50,1846.20,1846.20,38
2025-09-03 11:19:00,1846.80,1847.20,1846.20,1847.10,63
2025-09-03 11:20:00,1847.20,1848.90,1847.00,1848.50,201
2025-09-03 11:21:00,1848.60,1848.70,1847.80,1848.60,160
2025-09-03 11:22:00,1848.10,1849.40,1848.10,1849.00,266
2025-09-03 11:23:00,1849.00,1849.20,1848.00,1848.40,97
2025-09-03 11:24:00,1848.20,1849.60,1848.20,1849.60,131
2025-09-03 11:25:00,1849.40,1849.40,1849.00,1849.00,79
2025-09-03 11:26:00,1849.10,1849.10,1848.00,1848.00,80
2025-09-03 11:27:00,1848.10,1848.80,1847.70,1848.50,48
2025-09-03 11:28:00,1848.50,1849.10,1848.50,1848.60,88
2025-09-03 11:29:00,1848.60,1849.50,1848.50,1849.50,108
2025-09-03 13:00:00,1849.00,1849.60,1846.20,1848.10,262
2025-09-03 13:01:00,1848.50,1849.80,1848.40,1849.60,140
2025-09-03 13:02:00,1849.80,1850.90,1849.50,1850.00,182
2025-09-03 13:03:00,1850.00,1850.20,1849.10,1849.70,75
2025-09-03 13:04:00,1849.10,1850.90,1849.10,1850.80,100
2025-09-03 13:05:00,1850.90,1851.00,1850.20,1850.40,113
2025-09-03 13:06:00,1850.90,1851.50,1849.50,1850.80,140
2025-09-03 13:07:00,1850.80,1851.40,1850.30,1851.00,84
2025-09-03 13:08:00,1850.80,1850.80,1848.70,1849.10,226
2025-09-03 13:09:00,1849.50,1850.90,1849.10,1850.40,112
2025-09-03 13:10:00,1850.20,1850.90,1848.80,1849.10,104
2025-09-03 13:11:00,1849.00,1849.40,1847.20,1848.50,200
2025-09-03 13:12:00,1848.30,1849.00,1848.00,1849.00,126
2025-09-03 13:13:00,1848.50,1851.60,1848.50,1851.20,235
2025-09-03 13:14:00,1851.40,1854.40,1851.30,1853.80,628
2025-09-03 13:15:00,1853.90,1854.80,1853.10,1854.80,344
2025-09-03 13:16:00,1854.60,1855.00,1853.80,1855.00,218
2025-09-03 13:17:00,1855.00,1855.50,1853.50,1853.50,326
2025-09-03 13:18:00,1853.30,1854.00,1852.00,1852.00,313
2025-09-03 13:19:00,1852.60,1853.60,1851.50,1851.60,255
2025-09-03 13:20:00,1851.90,1852.70,1851.50,1852.50,183
2025-09-03 13:21:00,1852.50,1854.30,1852.50,1854.30,218
2025-09-03 13:22:00,1854.10,1856.90,1853.90,1856.70,363
2025-09-03 13:23:00,1856.90,1858.80,1856.20,1856.80,480
2025-09-03 13:24:00,1857.00,1857.70,1855.20,1856.50,217
2025-09-03 13:25:00,1856.40,1858.90,1856.30,1857.50,386
2025-09-03 13:26:00,1857.40,1858.90,1856.50,1856.50,382
2025-09-03 13:27:00,1856.50,1857.90,1856.50,1857.70,248
2025-09-03 13:28:00,1857.70,1858.30,1857.20,1857.20,200
2025-09-03 13:29:00,1857.10,1857.10,1853.50,1853.60,364
2025-09-03 13:30:00,1853.70,1855.30,1853.30,1855.30,212
2025-09-03 13:31:00,1855.00,1856.00,1854.60,1855.50,185
2025-09-03 13:32:00,1855.70,1858.00,1855.70,1857.60,270
2025-09-03 13:33:00,1857.60,1857.80,1856.20,1857.10,103
2025-09-03 13:34:00,1857.00,1857.50,1855.50,1856.60,167
2025-09-03 13:35:00,1856.10,1857.80,1856.10,1857.00,89
2025-09-03 13:36:00,1856.90,1858.80,1856.90,1857.50,179
2025-09-03 13:37:00,1857.50,1858.00,1857.00,1857.00,314
2025-09-03 13:38:00,1857.10,1857.70,1856.50,1857.50,139
2025-09-03 13:39:00,1857.00,1858.50,1857.00,1858.50,138
2025-09-03 13:40:00,1858.60,1858.80,1857.20,1857.20,246
2025-09-03 13:41:00,1857.30,1857.80,1852.10,1853.10,457
2025-09-03 13:42:00,1853.20,1854.50,1853.20,1854.50,209
2025-09-03 13:43:00,1854.70,1854.90,1851.20,1852.00,372
2025-09-03 13:44:00,1852.30,1853.20,1851.00,1853.20,441
2025-09-03 13:45:00,1853.00,1856.00,1853.00,1854.70,378
2025-09-03 13:46:00,1855.00,1856.10,1855.00,1855.80,118
2025-09-03 13:47:00,1855.60,1855.80,1853.10,1853.10,180
2025-09-03 13:48:00,1853.30,1854.30,1852.80,1852.80,99
2025-09-03 13:49:00,1852.70,1854.00,1852.20,1852.30,119
2025-09-03 13:50:00,1852.50,1853.90,1852.50,1853.50,134
2025-09-03 13:51:00,1853.80,1856.50,1853.70,1856.50,269
2025-09-03 13:52:00,1856.50,1857.50,1856.30,1856.80,251
2025-09-03 13:53:00,1856.80,1857.00,1855.30,1856.00,125
2025-09-03 13:54:00,1855.70,1855.70,1853.20,1854.10,141
2025-09-03 13:55:00,1854.50,1854.90,1851.90,1852.50,219
2025-09-03 13:56:00,1852.20,1854.30,1852.20,1854.30,96
2025-09-03 13:57:00,1854.20,1855.00,1852.00,1854.10,86
2025-09-03 13:58:00,1854.00,1854.30,1853.30,1853.80,66
2025-09-03 13:59:00,1853.90,1854.60,1853.00,1854.00,122
2025-09-03 14:00:00,1854.10,1855.50,1854.00,1855.30,292
2025-09-03 14:01:00,1855.00,1855.50,1854.60,1855.00,208
2025-09-03 14:02:00,1854.80,1854.90,1852.00,1852.60,210
2025-09-03 14:03:00,1852.30,1852.60,1849.00,1850.50,395
2025-09-03 14:04:00,1850.80,1853.00,1850.60,1852.00,216
2025-09-03 14:05:00,1852.10,1853.70,1851.30,1851.30,191
2025-09-03 14:06:00,1851.20,1851.30,1848.00,1849.30,444
2025-09-03 14:07:00,1849.60,1850.30,1848.50,1848.50,354
2025-09-03 14:08:00,1848.60,1852.00,1848.50,1851.50,446
2025-09-03 14:09:00,1851.20,1852.00,1848.50,1849.50,281
2025-09-03 14:10:00,1849.80,1851.40,1848.70,1851.00,360
2025-09-03 14:11:00,1851.40,1855.00,1851.00,1854.00,326
2025-09-03 14:12:00,1854.50,1854.50,1852.60,1853.40,191
2025-09-03 14:13:00,1852.90,1854.30,1852.60,1853.80,325
2025-09-03 14:14:00,1853.80,1854.20,1852.50,1853.00,325
2025-09-03 14:15:00,1853.00,1853.40,1850.50,1852.00,269
2025-09-03 14:16:00,1851.80,1854.00,1851.00,1852.90,219
2025-09-03 14:17:00,1853.00,1858.00,1852.90,1857.00,366
2025-09-03 14:18:00,1857.70,1857.70,1856.10,1857.70,240
2025-09-03 14:19:00,1857.80,1858.50,1857.00,1857.90,351
2025-09-03 14:20:00,1857.90,1859.40,1857.00,1858.20,361
2025-09-03 14:21:00,1858.20,1858.80,1857.10,1858.60,245
2025-09-03 14:22:00,1858.70,1858.80,1856.10,1857.20,248
2025-09-03 14:23:00,1858.00,1858.50,1857.40,1857.40,324
2025-09-03 14:24:00,1857.40,1858.30,1857.20,1857.20,128
2025-09-03 14:25:00,1857.20,1857.60,1855.50,1857.60,268
2025-09-03 14:26:00,1857.60,1857.60,1854.80,1856.10,277
2025-09-03 14:27:00,1856.50,1857.50,1856.00,1857.30,204
2025-09-03 14:28:00,1857.30,1857.40,1856.50,1857.00,143
2025-09-03 14:29:00,1857.30,1857.30,1855.50,1856.50,195
2025-09-03 14:30:00,1855.50,1857.00,1855.00,1855.00,8934
2025-09-03 14:31:00,1855.40,1856.50,1855.30,1856.00,12089
2025-09-03 14:32:00,1855.90,1856.50,1855.90,1856.50,5067
2025-09-03 14:33:00,1856.00,1856.00,1855.50,1855.50,6747
2025-09-03 14:34:00,1855.40,1855.40,1854.00,1854.00,7862
2025-09-03 14:35:00,1855.00,1855.00,1854.00,1854.00,6216
2025-09-03 14:36:00,1854.00,1855.00,1853.50,1853.50,12005
2025-09-03 14:37:00,1853.00,1853.00,1852.60,1853.00,7445
2025-09-03 14:38:00,1854.10,1857.90,1854.00,1857.60,10025
2025-09-03 14:39:00,1857.60,1857.60,1857.60,1857.60,1975
2025-09-03 14:40:00,1857.30,1857.30,1857.00,1857.00,6166
2025-09-03 14:42:00,1856.70,1857.00,1856.00,1856.00,20122
2025-09-03 14:43:00,1856.60,1857.00,1856.60,1857.00,18103
2025-09-03 14:44:00,1857.30,1857.30,1853.50,1855.00,91085
2025-09-04 09:00:00,1858.40,1860.70,1858.20,1859.60,259
2025-09-04 09:01:00,1860.50,1860.70,1859.40,1860.20,306
2025-09-04 09:02:00,1860.40,1861.50,1860.20,1860.60,368
2025-09-04 09:03:00,1860.90,1861.70,1860.60,1861.40,158
2025-09-04 09:04:00,1861.20,1861.30,1860.50,1861.10,105
2025-09-04 09:05:00,1861.20,1861.40,1860.50,1860.60,211
2025-09-04 09:06:00,1860.40,1861.00,1860.30,1860.60,93
2025-09-04 09:07:00,1860.70,1860.90,1860.10,1860.10,105
2025-09-04 09:08:00,1859.90,1860.10,1859.50,1859.90,110
2025-09-04 09:09:00,1860.00,1860.40,1859.50,1860.40,98
2025-09-04 09:10:00,1860.30,1860.80,1860.30,1860.60,52
2025-09-04 09:11:00,1860.50,1860.90,1860.30,1860.30,75
2025-09-04 09:12:00,1860.60,1860.60,1860.10,1860.40,100
2025-09-04 09:13:00,1860.20,1860.70,1860.20,1860.70,45
2025-09-04 09:14:00,1860.60,1861.10,1860.50,1860.80,56
2025-09-04 09:15:00,1860.60,1862.20,1860.60,1862.00,200
2025-09-04 09:16:00,1862.20,1863.00,1861.70,1862.50,283
2025-09-04 09:17:00,1862.70,1862.90,1861.50,1862.00,357
2025-09-04 09:18:00,1861.90,1862.30,1861.40,1861.50,169
2025-09-04 09:19:00,1861.80,1861.80,1860.80,1861.30,89
2025-09-04 09:20:00,1861.00,1861.10,1860.40,1860.60,135
2025-09-04 09:21:00,1860.70,1860.70,1859.10,1859.30,246
2025-09-04 09:22:00,1859.30,1859.90,1858.10,1859.30,369
2025-09-04 09:23:00,1859.20,1859.40,1856.30,1857.20,236
2025-09-04 09:24:00,1857.40,1857.70,1856.10,1856.40,245
2025-09-04 09:25:00,1856.50,1857.00,1855.80,1856.40,307
2025-09-04 09:26:00,1856.20,1856.60,1855.60,1855.60,281
2025-09-04 09:27:00,1855.50,1856.30,1855.40,1855.40,226
2025-09-04 09:28:00,1855.90,1856.90,1855.30,1856.50,242
2025-09-04 09:29:00,1856.60,1857.70,1856.40,1857.00,216
2025-09-04 09:30:00,1857.00,1858.10,1857.00,1858.10,226
2025-09-04 09:31:00,1858.10,1858.70,1858.00,1858.40,176
2025-09-04 09:32:00,1858.20,1859.10,1857.50,1858.60,221
2025-09-04 09:33:00,1859.10,1859.70,1858.90,1859.70,260
2025-09-04 09:34:00,1859.80,1859.90,1859.20,1859.20,151
2025-09-04 09:35:00,1859.10,1860.00,1858.50,1860.00,160
2025-09-04 09:36:00,1860.60,1861.20,1860.10,1860.50,287
2025-09-04 09:37:00,1860.50,1860.90,1860.40,1860.60,145
2025-09-04 09:38:00,1860.50,1862.20,1860.40,1862.10,252
2025-09-04 09:39:00,1862.20,1862.30,1860.60,1860.60,236
2025-09-04 09:40:00,1860.50,1861.40,1860.20,1860.60,136
2025-09-04 09:41:00,1860.60,1860.60,1859.00,1859.40,195
2025-09-04 09:42:00,1859.70,1860.00,1859.10,1859.80,148
2025-09-04 09:43:00,1859.40,1859.80,1859.20,1859.50,54
2025-09-04 09:44:00,1859.70,1859.70,1858.40,1858.90,184
2025-09-04 09:45:00,1858.80,1859.30,1858.70,1858.70,119
2025-09-04 09:46:00,1858.80,1859.50,1858.80,1859.50,92
2025-09-04 09:47:00,1859.30,1859.80,1858.50,1858.70,161
2025-09-04 09:48:00,1858.90,1859.60,1858.70,1858.90,88
2025-09-04 09:49:00,1858.80,1859.50,1858.30,1858.70,96
2025-09-04 09:50:00,1858.70,1859.60,1858.20,1859.00,157
2025-09-04 09:51:00,1859.20,1859.60,1859.00,1859.00,93
2025-09-04 09:52:00,1859.00,1859.20,1858.60,1858.60,124
2025-09-04 09:53:00,1859.00,1860.60,1859.00,1860.10,239
2025-09-04 09:54:00,1860.20,1860.20,1858.70,1859.00,73
2025-09-04 09:55:00,1859.40,1860.00,1858.80,1859.30,77
2025-09-04 09:56:00,1859.90,1860.00,1858.60,1859.20,96
2025-09-04 09:57:00,1858.60,1858.60,1857.10,1857.60,253
2025-09-04 09:58:00,1857.70,1858.50,1856.90,1856.90,145
2025-09-04 09:59:00,1856.80,1858.00,1856.70,1857.40,216
2025-09-04 10:00:00,1857.40,1859.50,1857.40,1859.00,198
2025-09-04 10:01:00,1858.80,1859.80,1858.80,1859.60,127
2025-09-04 10:02:00,1859.30,1859.90,1859.20,1859.30,63
2025-09-04 10:03:00,1859.40,1860.10,1859.20,1860.00,89
2025-09-04 10:04:00,1860.00,1860.00,1859.10,1859.30,99
2025-09-04 10:05:00,1859.50,1860.50,1859.50,1860.30,189
2025-09-04 10:06:00,1860.40,1860.50,1858.70,1858.80,128
2025-09-04 10:07:00,1858.90,1859.30,1857.30,1857.30,180
2025-09-04 10:08:00,1857.30,1857.90,1857.20,1857.60,129
2025-09-04 10:09:00,1857.60,1857.60,1855.50,1855.90,411
2025-09-04 10:10:00,1855.70,1857.10,1855.50,1857.10,197
2025-09-04 10:11:00,1857.00,1858.50,1856.70,1858.30,134
2025-09-04 10:12:00,1858.60,1858.60,1857.20,1857.50,111
2025-09-04 10:13:00,1857.90,1859.40,1857.60,1859.00,138
2025-09-04 10:14:00,1858.70,1858.70,1857.70,1858.20,76
2025-09-04 10:15:00,1858.40,1858.80,1857.80,1858.70,136
2025-09-04 10:16:00,1858.60,1859.60,1858.50,1859.60,82
2025-09-04 10:17:00,1859.70,1860.60,1859.70,1860.20,314
2025-09-04 10:18:00,1860.10,1861.50,1860.10,1860.20,189
2025-09-04 10:19:00,1860.10,1860.10,1858.10,1859.00,125
2025-09-04 10:20:00,1858.70,1859.20,1857.60,1857.70,178
2025-09-04 10:21:00,1857.70,1858.80,1857.50,1858.70,230
2025-09-04 10:22:00,1858.80,1859.80,1858.40,1859.10,187
2025-09-04 10:23:00,1858.90,1859.10,1858.60,1859.10,54
2025-09-04 10:24:00,1859.20,1859.60,1858.60,1858.90,128
2025-09-04 10:25:00,1858.70,1858.90,1857.70,1858.50,127
2025-09-04 10:26:00,1858.00,1859.00,1858.00,1858.50,93
2025-09-04 10:27:00,1858.70,1859.30,1858.50,1858.50,90
2025-09-04 10:28:00,1858.90,1859.20,1858.50,1858.50,76
2025-09-04 10:29:00,1858.60,1859.20,1858.60,1859.00,49
2025-09-04 10:30:00,1859.00,1859.00,1858.50,1858.50,47
2025-09-04 10:31:00,1858.50,1858.60,1857.90,1858.30,110
2025-09-04 10:32:00,1858.40,1858.60,1858.20,1858.40,125
2025-09-04 10:33:00,1858.00,1858.30,1857.80,1858.20,93
2025-09-04 10:34:00,1858.00,1858.20,1856.60,1857.00,86
2025-09-04 10:35:00,1857.40,1857.70,1857.00,1857.70,79
2025-09-04 10:36:00,1857.50,1858.00,1857.30,1858.00,70
2025-09-04 10:37:00,1857.70,1858.10,1857.40,1858.10,11
2025-09-04 10:38:00,1857.60,1858.00,1857.00,1857.00,50
2025-09-04 10:39:00,1857.10,1857.30,1856.10,1856.30,123
2025-09-04 10:40:00,1856.10,1856.10,1852.30,1853.50,485
2025-09-04 10:41:00,1853.10,1854.20,1851.50,1853.00,492
2025-09-04 10:42:00,1853.00,1853.90,1852.40,1853.50,266
2025-09-04 10:43:00,1853.60,1853.60,1852.50,1852.90,310
2025-09-04 10:44:00,1852.70,1853.60,1852.60,1853.00,129
2025-09-04 10:45:00,1853.10,1853.70,1852.30,1853.10,322
2025-09-04 10:46:00,1853.20,1853.40,1851.00,1852.10,294
2025-09-04 10:47:00,1852.10,1852.50,1851.60,1851.90,81
2025-09-04 10:48:00,1851.70,1851.70,1850.90,1851.30,280
2025-09-04 10:49:00,1851.00,1851.30,1850.00,1850.60,266
2025-09-04 10:50:00,1850.40,1851.50,1849.50,1851.50,430
2025-09-04 10:51:00,1851.50,1852.40,1851.20,1851.80,294
2025-09-04 10:52:00,1851.50,1851.50,1850.60,1851.20,169
2025-09-04 10:53:00,1851.00,1851.50,1850.80,1851.20,129
2025-09-04 10:54:00,1851.20,1851.80,1851.00,1851.60,212
2025-09-04 10:55:00,1851.60,1852.50,1851.20,1851.60,235
2025-09-04 10:56:00,1852.00,1852.50,1851.50,1852.00,249
2025-09-04 10:57:00,1852.40,1852.40,1852.00,1852.00,84
2025-09-04 10:58:00,1851.90,1852.20,1850.60,1851.00,182
2025-09-04 10:59:00,1851.00,1851.50,1849.30,1849.30,222
2025-09-04 11:00:00,1849.30,1850.00,1845.30,1847.20,577
2025-09-04 11:01:00,1846.60,1847.50,1846.40,1846.40,514
2025-09-04 11:02:00,1846.90,1847.80,1845.60,1847.60,371
2025-09-04 11:03:00,1847.40,1847.80,1846.60,1846.70,213
2025-09-04 11:04:00,1847.00,1847.10,1845.50,1847.00,291
2025-09-04 11:05:00,1846.50,1847.80,1846.30,1847.50,94
2025-09-04 11:06:00,1847.10,1847.80,1846.50,1847.40,178
2025-09-04 11:07:00,1847.50,1848.50,1847.10,1847.80,226
2025-09-04 11:08:00,1847.30,1848.00,1847.00,1847.00,161
2025-09-04 11:09:00,1846.90,1847.60,1846.90,1847.40,71
2025-09-04 11:10:00,1847.60,1847.90,1846.80,1847.30,139
2025-09-04 11:11:00,1847.10,1847.60,1845.70,1846.60,228
2025-09-04 11:12:00,1846.60,1846.90,1845.00,1845.00,276
2025-09-04 11:13:00,1844.60,1845.50,1843.60,1845.50,444
2025-09-04 11:14:00,1845.40,1846.40,1844.80,1845.50,203
2025-09-04 11:15:00,1845.50,1846.50,1845.00,1846.50,156
2025-09-04 11:16:00,1846.40,1847.50,1845.70,1846.80,311
2025-09-04 11:17:00,1846.00,1848.00,1846.00,1847.50,274
2025-09-04 11:18:00,1847.50,1847.60,1846.70,1846.80,108
2025-09-04 11:19:00,1847.30,1848.30,1847.30,1847.90,162
2025-09-04 11:20:00,1847.60,1849.30,1847.00,1849.20,321
2025-09-04 11:21:00,1849.30,1849.40,1848.20,1848.30,173
2025-09-04 11:22:00,1848.40,1849.30,1848.30,1849.20,106
2025-09-04 11:23:00,1849.40,1850.00,1848.50,1848.50,175
